รหัสเขตสุขภาพ,จังหวัด,ชื่อโรงพยาบาล,ชื่อ_รพ_ภาษาอังกฤษ,รหัส H Code,สังกัด,ชนิด รพ.,จำนวนเตียงที่ขอ,จำนวนเตียงเปิดจริง,สถานะ,สถานะการขอรับรอง,ระยะทางห่างจากอ.เมือง,ความเชี่ยวชาญพิเศษ,ประชากรที่รับผิดชอบ,จำนวนผู้รับบริการ,จำนวนผู้ป่วยนอก,จำนวนผู้ป่วยใน,อัตราการครองเตียง,วันนอนเฉลี่ยต่อคน,กลุ่มผู้ป่วยโรคสำคัญ
12,พัทลุง,สถานพยาบาลรวมแพทย์ พัทลุง,NULL,12233,เอกชน,รพ.เอกชน,26,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,พัทลุง,โรงพยาบาลปิยะรักษ์,PIYARAK HOSPITAL,12235,เอกชน,รพ.เอกชน,50,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,ยะลา,โรงพยาบาลทั่วไปขนาดกลางสิโรรส ยะลา,SIROROS HOSPITAL,12238,เอกชน,รพ.เอกชน,100,60,TRUE,ยืนยันการเยี่ยม,0,-,0,-,0,0,0,0,-
13,กรุงเทพมหานคร,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 13,"HEALTH PROMOTING HOSPITAL, REGIONAL HEALTH CENTER 13",12243,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมอนามัย,50,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,กรุงเทพมหานคร,สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา,SOMDETCHAOPRAYA INSTITUTE OF PSYCHIATRY,12244,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมสุขภาพจิต,500,500,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,กรุงเทพมหานคร,สถาบันราชานุกูล,RAJANUKUL INSTITUTE,12246,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมสุขภาพจิต,300,300,TRUE,ยืนยันการเยี่ยม,0,จิตเวชเด็กและวัยรุ่น (บริการเพื่อเด็กบกพร่องทางสติปัญญา),5701394, ปี 2563(เดือนมกราคม 2563- เดือนธันวาคม 2563),38243,14794,56.08,5,1)PDDs 2)Mental Retardation 3)Developmental Disorders <br />4)ADHD 5)Learning Disorders 6)Down's Syndrome 7)โรคจิตเวชอื่นๆ
13,กรุงเทพมหานคร,สถาบันพยาธิวิทยา กรมการแพทย์ กระทรวงสาธารณสุข,"INSTITUTE OF PATHOLOGY DEPARTMENT OF MEDICAL SERVICES, MINISTRY OF PUBLIC HEALTH",12248,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมการแพทย์,0,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,กรุงเทพมหานคร,สถาบันโรคผิวหนัง,THE INSTITUTE OF DERMATOLOGY,12249,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมการแพทย์,43,43,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,กรุงเทพมหานคร,สถาบันมะเร็งแห่งชาติ,NATIONAL CANCER INSTITUTE,12250,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมการแพทย์,200,163,TRUE,จัดการทีมเยี่ยมสำรวจ,0,ให้บริการตรวจ วินิจฉัยรักษาผู้ป่วยโรคมะเร็ง ให้บริการทางวิชาการด้านโรคมะเร็ง  ให้การสนับสนุน จัดทำแผนการป้องกันและควบคุมโรคมะเร็งของประเทศ,0,ปี 2564 (ตุลาคม 2563-มีนาคม 2564),112652,3140,51.6,5.23,โรคมะเร็งทุกระบบ
6,สมุทรปราการ,โรงพยาบาลยุวประสาทไวทโยปถัมภ์,YUWAPRASART WAITAYOPATHUM CHILD AND ADOLESCENT PSYCHIATRIC HOSPITAL,12251,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมสุขภาพจิต,150,150,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,สมุทรปราการ,โรงพยาบาลสถาบันราชประชาสมาสัย,RAJPRACHASAMASAI INSTITUBE,12252,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมควบคุมโรค,200,150,TRUE,NULL,15,การดูแลรักษาผู้ป่วยโรคเรื้อนโรคเรื้อน,424,"จำนวนผู้รับบริการ ปี 2564   (ตุลาคม 2563 – 30 กันยายน 2564) 97,729",97729,561,31.9,18.5,"NCD, Dermatitis, Senile Catarct, Chronic Ulcer, Sepsis"
4,นนทบุรี,สถาบันโรคทรวงอก,CENTRAL CHEST INSTITUTE OF THAILAND,12256,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมการแพทย์,313,330,TRUE,จัดทำใบประกาศนียบัตร,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,นนทบุรี,โรงพยาบาลสถาบันบำราศนราดูร,BAMRASARADURA INFECTIOUS DISEASES INSTUTUTE,12257,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมควบคุมโรค,650,230,TRUE,NULL,0,"ให้บริการป้องกัน ควบคุม ตรวจวินิจฉัย รักษา พยาบาลโดยเฉพาะผู้ป่วยโรคติดต่อและโรคอุบัติใหม่/ อุบัติซ้ำ ผู้ติดเชื้อ HIV/ AIDS, ผู้ป่วยโรคติดเชื้อทางเดินหายใจ, โรคติดเชื้อในโรงพยาบาล เพื่อนำไปสู่การศึกษาวิจัยและถ่ายทอดองค์ความรู้, การบริหารจัดการเพื่อตอบโต้ภาวะฉุกเฉินด้านการสาธารณสุข",0,จำนวนผู้รับบริการ ปี 2563 (1 ตุลาคม 2562 – 30 มิถุนายน 2563)  ,175095,4404,41.35,6.27,"ได้แก่ ผู้ป่วยโรคติดต่อและโรคอุบัติใหม่/ อุบัติซ้ำ ผู้ติดเชื้อ HIV/ AIDS, ผู้ป่วยโรคติดเชื้อทางเดินหายใจ"
4,นนทบุรี,สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ,SIRINDHORN NATIONAL MEDICAL REHABILITATION INSTITUTE,12258,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมการแพทย์,60,60,TRUE,NULL,0,บริการฟื้นฟูสมรรถภาพทางการแพทย์สำหรับผู้ป่วย,0,ปี 2564,113644,382,73.28,16.11,Hemiplegia
4,นนทบุรี,โรงพยาบาลศรีธัญญา,SRITHANYAHOSPITAL,12260,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมสุขภาพจิต,1430,750,TRUE,จัดทำใบประกาศนียบัตร,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,นนทบุรี,โรงพยาบาลสถาบันทันตกรรม,INSTITUTE of DENTISTRY,12261,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมการแพทย์,0,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,ปทุมธานี,สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี,PRINCESS MOTHER NATIONAL INSTITUTE ON DRUG ABUSE TREATMENT,12262,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมการแพทย์,700,550,TRUE,NULL,5,1. ให้การบำบัดฟื้นฟูผู้ติดยาและสารเสพติดระดับตติยภูมิ ด้วยหัวใจของความเป็นมนุษย์                                                                                 2. การอบรมถ่ายทอดเทคโนโลยีด้านการบำบัดรักษาแก่บุคคลากรทั้งระดับวิชาชีพ และ ไม่ใช่วิชาชีพ                                                          3. ตรวจประเมินเพื่อจัดตั้ง และ รับรองคุณภาพสถานพยาบาลยาเสพติด,0,ปีงบประมาณ 2562,35079,2011,64.15,65.8,"ผู้ป่วยเสพติด ยาบ้า  ยาไอซ์,ผู้ป่วยเสพติดสุรา  บุหรี่และผู้ป่วยเสพติดเฮโรอีน"
4,สระบุรี,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 4 สระบุรี,HEALTH PROMOTION HOSPITAL REGIONAL HEALTH PROMOTION CENTER 4 SARABURI,12266,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมอนามัย,30,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,นครราชสีมา,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 9 นครราชสีมา,"HEALTH PROMOTION HOSPITAL, REGIONAL CENTER 5 NAKHONRATCHASIMA",12267,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมอนามัย,30,30,TRUE,จัดการทีมเยี่ยมสำรวจ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,นครราชสีมา,โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์,NAKHONRATCHASIMA RAJANAGARINDRA PSYCHIATRIC HOSPITAL,12268,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมสุขภาพจิต,300,270,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,อุบลราชธานี,โรงพยาบาลพระศรีมหาโพธิ์,PRASRIMAHABHODI PSYCHIATRIC HOSPITAL,12269,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมสุขภาพจิต,550,360,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,อุบลราชธานี,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10 อุบลราชธานี,"HEALTH PROMOTION HOSPITAL, REGIONAL CENTER 10 UBONRATCHATHANI",12270,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมอนามัย,15,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,ขอนแก่น,โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์,KHON KAEN RAJANAGARINDRA PSYCHIATRIC HOSPITAL,12272,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมสุขภาพจิต,250,250,TRUE,อยู่ระหว่างต่ออายุ,2,-การป้องกันและช่วยเหลือผู้ที่มีปัญหาการฆ่าตัวตาย<br />-การดูแลรักษาผู้ป่วยยุ่งยาก ซับซ้อน,5054166,"94,267",94267,3359,63.84,18,-จิตเภท<br />-ผู้ป่วยจิตเวชที่เสี่ยงต่อการฆ่าตัวตาย
7,ขอนแก่น,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7 ขอนแก่น,"HEALTH PROMOTING HOSPITAL, REGIONAL HEALTH CENTER 7 KHONKAEN",12273,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมอนามัย,60,10,TRUE,NULL,0,ให้บริการดูแล รักษา ส่งเสริม ฟื้นฟู สุขภาพทุกกกลุ่มวัย เพื่อให้ผู้รับบริการปลอดภัย ไม่มีภาวะแทรกซ้อน พึงพอใจ และมีความรอบรู้ด้านสุขภาพ ,0,ต.ค. 2560- เม.ย. 2564,0,0,0,0,"กลุ่มวัยแม่และเด็ก	Anemia in pregnancy,  DM, Anemia in childhood , Delayed  development, ท่อน้ำนมอุดตัน <br />กลุ่มวัยรุ่น		Unwanted prg. , STID <br />กลุ่มวัยทำงาน		ไขมันในเลือดสูง , Office Syndrome , Breast mass<br />กลุ่มวัยผู้สูงอายุ	กระดูกพรุน , เบาหวาน <br />"
7,ขอนแก่น,โรงพยาบาลสิรินธร,SIRINDHORN HOSPITAL,12275,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),250,130,TRUE,จัดทำใบประกาศนียบัตร,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,อุดรธานี,โรงพยาบาลมะเร็งอุดรธานี,UDONTHANI CANCER HOSPITAL,12276,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมการแพทย์,150,103,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,นครพนม,โรงพยาบาลจิตเวชนครพนมราชนครินทร์,NAKHONPHANOM RAJANAGARINDRA PSYCHIATRIC HOSPITAL,12277,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมสุขภาพจิต,90,90,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,เชียงใหม่,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1 เชียงใหม่,"HEALTH PROMOTING HOSPITAL, HEALTH PROMOTION CENTER REGION  1 CHIANGMAI",12279,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมอนามัย,60,60,TRUE,จัดทำใบประกาศนียบัตร,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,เชียงใหม่,โรงพยาบาลสวนปรุง,SUANPRUNG HOSPITAL,12280,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมสุขภาพจิต,700,415,TRUE,จัดทำใบประกาศนียบัตร,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,เชียงใหม่,โรงพยาบาลประสาทเชียงใหม่,CHIANGMAI NEUROLOGICAL HOSPITAL,12281,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมการแพทย์,240,107,TRUE,ยืนยันการเยี่ยม,0,"โรงพยาบาลมีความเชี่ยวชาญใน 5 กลุ่มโรคทางระบบประสาทคือStroke, Spinal disorders, Neurodegenerative diseases (Dementia, Parkinson disease, Alzheimer disease), Epilepsy และBrainSurgery และได้ดำเนินการพัฒนาระบบบริการมุ่งสร้างความเชี่ยวชาญ2ด้านคือ<br />1) การบริการด้านระบบประสาทในระดับตติยภูมิขั้นสูง (Super Tertiary)<br />2) การสนับสนุนและเสริมสร้างศักยภาพหน่วยบริการในเขตสุขภาพที่1, 2 และ3 เพื่อการดูแลผู้ป่วย<br />",33,2564 ตุลาคม 2563- พค.2564,62440,1276,107,22,"Dementia, Parkinson disease, Alzheimer disease), Epilepsy และBrainSurgery "
